salary,overOneMounth,,Apprentissage,CDD,CDI,Freelance,Intérim,business intelligence,data analyst,data engineer,data scientist,développeur,Bordeaux,Lyon,Nantes,Paris,Toulouse
,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
35000.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
40000.0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
55000.0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28260.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
75000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
800.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
60000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
28260.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
57500.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
115000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
40000.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
52500.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
52500.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
52500.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
45000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
12000.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
50000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
44000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
65000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
45000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
55000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
57500.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
60000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
55000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
97500.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
50000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
43500.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
50000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
55000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
60000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
37500.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
65000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
45000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
60000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
55000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
62000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
47500.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
80000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
72500.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
57500.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
50000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
42500.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
82000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
67500.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
